customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,CustomerLifetimeValue,AvgMonthlyCharges,ServiceCount,HasFamily,IsPaperlessBilling,IsAutomaticPayment,ContractDuration,ChargePerTenure,tenure_group,charge_ratio
0840-DFEZH,Female,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.35,564.65,0,527.4499999999999,80.66428571428571,3,0,1,0,1,80.66428571428571,0-25%,1.0705280121338516
1513-XNPPH,Female,0,No,No,12,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.4,1095.65,1,1072.8000000000002,91.30416666666667,5,0,1,0,1,91.30416666666667,25-50%,1.0212994034302758
8690-ZVLCL,Female,0,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),88.0,6161.9,0,5984.0,90.61617647058823,9,1,0,1,24,90.61617647058823,75-100%,1.0297292780748661
6015-VVHHE,Female,1,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),83.15,446.05,1,415.75,89.21000000000001,4,0,1,1,1,89.21000000000001,0-25%,1.07288033674083
1125-SNVCK,Female,1,No,No,49,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,43.8,2106.05,0,2146.2,42.98061224489796,2,0,0,0,1,42.98061224489796,50-75%,0.9812925170068029
0384-LPITE,Male,0,No,No,40,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),62.05,2511.55,0,2482.0,62.78875000000001,6,0,0,1,12,62.78875000000001,50-75%,1.0119057211925866
4616-EWBNJ,Female,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.1,318.6,0,321.6,19.9125,1,0,0,1,12,19.9125,25-50%,0.9906716417910447
6347-DCUIK,Male,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.15,811.8,1,741.5,81.17999999999999,3,0,1,0,1,81.17999999999999,25-50%,1.094807821982468
1335-HQMKX,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,101.35,7323.15,0,7297.2,101.71041666666666,7,1,1,0,12,101.71041666666666,75-100%,1.0035561585265582
2545-EBUPK,Female,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.05,186.05,0,168.1,93.025,4,0,1,0,1,93.025,0-25%,1.1067816775728734
6923-AQONU,Male,0,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.9,454.0,0,480.7,19.73913043478261,1,1,0,0,24,19.73913043478261,25-50%,0.9444560016642397
2172-EJXVF,Female,1,No,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,105.9,7521.95,0,7518.900000000001,105.94295774647887,7,0,1,0,12,105.94295774647887,75-100%,1.000405644442671
0897-FEGMU,Female,0,Yes,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.5,1056.95,1,1094.5,96.08636363636364,6,1,1,0,1,96.08636363636364,25-50%,0.9656920968478758
7663-RGWBC,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.15,44.15,1,44.15,44.15,2,0,1,0,1,44.15,0-25%,1.0
1120-BMWUB,Female,0,No,No,16,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,53.9,834.15,1,862.4,52.134375,4,0,1,0,1,52.134375,25-50%,0.9672425788497218
9124-LHCJQ,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,85.45,85.45,1,85.45,85.45,4,0,1,0,1,85.45,0-25%,1.0
4536-PLEQY,Male,0,Yes,No,12,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.05,999.8,0,1020.5999999999999,83.31666666666666,4,1,1,1,1,83.31666666666666,25-50%,0.9796198314716834
7029-IJEJK,Female,0,No,No,54,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),44.1,2369.7,0,2381.4,43.88333333333333,4,0,0,1,12,43.88333333333333,50-75%,0.9950869236583522
8871-JLMHM,Female,0,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),90.2,6297.65,0,6133.6,92.6125,6,1,0,1,24,92.6125,75-100%,1.0267461197339245
2235-ZGKPT,Female,0,Yes,Yes,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,50.85,239.55,1,203.4,59.8875,3,1,0,0,1,59.8875,0-25%,1.1777286135693215
3891-PUQOD,Female,0,No,Yes,1,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,59.2,59.2,1,59.2,59.2,4,1,0,0,1,59.2,0-25%,1.0
5447-VYTKW,Male,0,No,No,27,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,53.45,1461.45,0,1443.15,54.12777777777778,4,0,0,0,1,54.12777777777778,25-50%,1.0126805945327928
3623-FQBOX,Male,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.95,416.4,0,418.95,19.82857142857143,1,0,1,0,1,19.82857142857143,25-50%,0.9939133548156104
0689-NKYLF,Male,0,No,No,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,83.2,1060.6,1,1081.6000000000001,81.58461538461538,4,0,1,0,1,81.58461538461538,25-50%,0.9805843195266271
8659-HDIYE,Female,1,No,No,64,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),74.65,4869.35,0,4777.6,76.08359375,7,0,0,1,1,76.08359375,75-100%,1.0192042029470865
3658-KIBGF,Female,0,No,No,1,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,54.9,54.9,1,54.9,54.9,4,0,1,0,1,54.9,0-25%,1.0
3474-BAFSJ,Male,0,Yes,No,57,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),57.5,3265.95,0,3277.5,57.29736842105263,6,1,1,1,24,57.29736842105263,75-100%,0.9964759725400457
5519-YLDGW,Female,0,Yes,No,21,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.9,2254.2,1,2181.9,107.34285714285713,7,1,1,0,1,107.34285714285713,25-50%,1.0331362573903478
3865-ZFZIB,Male,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.65,358.15,0,373.34999999999997,18.849999999999998,1,0,0,0,24,18.849999999999998,25-50%,0.9592875318066159
1855-AGAWH,Male,0,Yes,No,31,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,93.8,2939.8,0,2907.7999999999997,94.83225806451614,5,1,1,0,12,94.83225806451614,50-75%,1.0110048834170164
7109-CQYUZ,Male,0,No,No,52,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,89.25,4652.4,0,4641.0,89.46923076923076,9,0,1,0,24,89.46923076923076,50-75%,1.0024563671622495
1370-GGAWX,Female,0,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,94.15,4408.45,0,4330.900000000001,95.8358695652174,6,0,1,0,12,95.8358695652174,50-75%,1.0179062088711353
4680-KUTAJ,Female,1,No,No,11,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,55.6,580.8,0,611.6,52.8,4,0,1,0,1,52.8,25-50%,0.949640287769784
5307-UVGNB,Female,0,Yes,Yes,53,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),48.7,2495.2,0,2581.1000000000004,47.079245283018864,5,1,1,1,1,47.079245283018864,50-75%,0.9667196156677383
4946-EDSEW,Female,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.25,180.3,1,211.75,16.39090909090909,1,1,1,0,1,16.39090909090909,25-50%,0.8514757969303425
2883-ILGWO,Male,1,No,No,57,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.9,5913.95,0,5979.3,103.75350877192982,7,0,1,1,1,103.75350877192982,75-100%,0.9890706269964711
2516-VQRRV,Female,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.45,158.4,1,150.9,79.2,3,0,1,0,1,79.2,0-25%,1.0497017892644136
7580-UGXNC,Female,1,No,No,2,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,54.85,104.2,1,109.7,52.1,4,0,0,0,1,52.1,0-25%,0.9498632634457612
3642-BYHDO,Female,0,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.9,1389.35,0,1412.8999999999999,19.56830985915493,1,1,0,1,24,19.56830985915493,75-100%,0.9833321537263784
9629-NHXFW,Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.4,19.4,0,19.4,19.4,1,1,1,0,1,19.4,0-25%,1.0
2696-RZVZW,Male,0,Yes,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.05,1629.2,0,1703.4,23.958823529411767,2,1,0,1,24,23.958823529411767,75-100%,0.9564400610543619
5766-FTRTS,Male,0,Yes,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,84.45,6033.1,0,6080.400000000001,83.79305555555555,8,1,0,0,24,83.79305555555555,75-100%,0.9922209065193079
0396-HUJBP,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.3,44.4,0,38.6,22.2,1,0,0,0,1,22.2,0-25%,1.1502590673575128
5178-LMXOP,Male,1,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,95.1,1,95.1,95.1,5,1,1,0,1,95.1,0-25%,1.0
8879-ZKJOF,Female,0,No,No,41,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),79.85,3320.75,0,3273.85,80.9939024390244,7,0,1,1,12,80.9939024390244,50-75%,1.0143256410648014
6285-FTQBF,Male,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.55,1867.7,0,1839.6000000000001,25.94027777777778,2,1,0,1,24,25.94027777777778,75-100%,1.0152750597956077
8185-UPYBR,Male,0,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.5,438.0,1,453.0,73.0,3,1,1,0,1,73.0,0-25%,0.9668874172185431
4585-HETAI,Female,0,Yes,Yes,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,73.75,325.45,1,295.0,81.3625,3,1,1,0,1,81.3625,0-25%,1.1032203389830508
7526-BEZQB,Male,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.05,1148.1,1,1152.6,95.675,5,0,1,0,1,95.675,25-50%,0.9960957834461218
1474-JUWSM,Female,0,Yes,No,58,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,68.4,3972.25,0,3967.2000000000003,68.48706896551724,6,1,1,0,12,68.48706896551724,75-100%,1.0012729380923573
3530-CRZSB,Female,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.65,155.9,0,144.54999999999998,22.271428571428572,1,0,0,0,1,22.271428571428572,0-25%,1.0785195434105848
8498-XXGWA,Female,0,Yes,No,65,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,55.15,3673.15,0,3584.75,56.51,4,1,1,0,1,56.51,75-100%,1.0246600181323664
9617-INGJY,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.6,70.6,0,70.6,70.6,2,0,1,0,1,70.6,0-25%,1.0
0621-TSSMU,Male,0,Yes,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.95,1126.75,0,1117.2,20.120535714285715,1,1,0,1,12,20.120535714285715,75-100%,1.008548156104547
7234-KMNRQ,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.0,73.45,0,76.0,18.3625,1,0,0,0,1,18.3625,0-25%,0.9664473684210527
7636-PEPNS,Female,0,Yes,Yes,58,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,44.1,2413.05,0,2557.8,41.60431034482759,2,1,1,0,12,41.60431034482759,75-100%,0.9434083978418953
4683-WYDOU,Male,0,Yes,No,62,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),107.6,6912.7,0,6671.2,111.49516129032257,7,1,1,1,24,111.49516129032257,75-100%,1.0362003837390574
9052-DHNKM,Male,0,No,No,26,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,No,Electronic check,61.55,1581.95,0,1600.3,60.84423076923077,5,0,0,0,12,60.84423076923077,25-50%,0.9885333999875024
6794-HKIAJ,Male,0,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),90.7,5586.45,0,5623.400000000001,90.1040322580645,6,0,0,1,1,90.1040322580645,75-100%,0.9934292420955293
5578-NKCXI,Female,0,Yes,Yes,58,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),99.25,5846.65,0,5756.5,100.80431034482758,6,1,0,1,12,100.80431034482758,75-100%,1.0156605576305047
1642-HMARX,Female,0,Yes,No,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,91.7,6424.7,0,6235.6,94.48088235294118,9,1,1,0,24,94.48088235294118,75-100%,1.0303258708063376
3096-WPXBT,Female,0,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),100.7,6018.65,0,6142.7,98.66639344262295,7,1,1,1,12,98.66639344262295,75-100%,0.9798052973448158
8434-PNQZX,Female,0,No,No,42,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),78.45,3373.4,0,3294.9,80.31904761904762,7,0,1,1,24,80.31904761904762,50-75%,1.0238246987768975
5950-AAAGJ,Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),84.3,1537.9,0,1517.3999999999999,85.4388888888889,4,0,0,1,1,85.4388888888889,25-50%,1.0135099512323713
4299-OPXEJ,Female,0,No,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.55,1080.55,0,1094.8,19.295535714285712,1,0,1,1,24,19.295535714285712,75-100%,0.9869839240043844
4951-UKAAQ,Female,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,88.95,355.2,1,355.8,88.8,5,0,1,0,1,88.8,0-25%,0.9983136593591905
9618-LFJRU,Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.45,82.85,0,81.8,20.7125,1,0,0,1,1,20.7125,0-25%,1.0128361858190709
6693-DJWTY,Female,0,No,Yes,35,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),55.6,2016.45,0,1946.0,57.612857142857145,4,1,0,1,12,57.612857142857145,50-75%,1.0362024665981502
0744-GKNGE,Female,0,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),86.8,5327.25,0,5555.2,83.23828125,5,1,1,1,1,83.23828125,75-100%,0.9589663738479263
6447-EGDIV,Female,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.95,683.25,0,649.4499999999999,22.04032258064516,1,0,0,0,12,22.04032258064516,50-75%,1.052044037262299
1167-OYZJF,Female,1,Yes,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.05,1263.05,0,1343.3500000000001,18.851492537313433,1,1,1,1,24,18.851492537313433,75-100%,0.9402240666989242
2108-YKQTY,Female,0,No,No,4,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),50.7,151.3,1,202.8,37.825,3,0,0,1,1,37.825,0-25%,0.7460552268244576
4806-DXQCE,Female,1,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,113.65,7714.65,0,7955.5,110.20928571428571,9,1,1,0,24,110.20928571428571,75-100%,0.9697253472440449
4918-QLLIW,Male,0,No,No,3,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),53.4,188.7,1,160.2,62.9,3,0,0,1,1,62.9,0-25%,1.1779026217228465
7056-IMHCC,Male,1,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.9,5549.4,1,5400.700000000001,104.70566037735848,6,1,1,0,1,104.70566037735848,50-75%,1.0275334678837926
4854-SSLTN,Male,0,Yes,Yes,2,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,59.5,130.5,0,119.0,65.25,5,1,0,0,24,65.25,0-25%,1.096638655462185
5294-DMSFH,Female,0,Yes,Yes,29,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),87.8,2621.75,0,2546.2,90.40517241379311,4,1,1,1,1,90.40517241379311,25-50%,1.029671667583065
4837-PZTIC,Female,0,No,No,47,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,41.9,1875.25,0,1969.3,39.898936170212764,4,0,0,0,24,39.898936170212764,50-75%,0.9522419133702331
1625-JAIIY,Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,83.0,5685.8,1,5644.0,83.61470588235295,4,1,1,0,12,83.61470588235295,75-100%,1.0074060949681078
0603-OLQDC,Male,0,No,Yes,12,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,69.85,837.5,0,838.1999999999999,69.79166666666667,5,1,1,0,1,69.79166666666667,25-50%,0.9991648771176331
3272-VUHPV,Female,0,Yes,Yes,8,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),56.3,401.5,0,450.4,50.1875,4,1,0,1,1,50.1875,0-25%,0.8914298401420959
4176-FXYBO,Male,0,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,109.55,6118.95,0,5915.7,113.31388888888888,8,1,0,0,1,113.31388888888888,50-75%,1.0343577260510168
1063-DHQJF,Male,0,Yes,Yes,69,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,92.15,6480.9,0,6358.35,93.92608695652173,5,1,1,0,24,93.92608695652173,75-100%,1.019273868220529
8663-UPDGF,Female,0,No,No,26,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),69.5,1800.05,0,1807.0,69.2326923076923,6,0,1,1,1,69.2326923076923,25-50%,0.9961538461538462
6719-FGEDO,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),97.0,7104.2,0,6984.0,98.66944444444444,7,1,1,1,24,98.66944444444444,75-100%,1.0172107674684994
1837-YQUCE,Female,0,No,No,70,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),58.35,4214.25,0,4084.5,60.20357142857143,6,0,1,1,24,60.20357142857143,75-100%,1.0317664340800587
2947-DOMLJ,Male,0,No,Yes,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,50.6,50.6,1,50.6,50.6,3,1,0,0,1,50.6,0-25%,1.0
4112-LUEIZ,Male,0,No,No,10,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.5,863.1,1,895.0,86.31,4,0,1,0,1,86.31,25-50%,0.9643575418994413
0369-ZGOVK,Female,0,Yes,Yes,28,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),70.4,1992.2,0,1971.2000000000003,71.15,2,1,1,1,12,71.15,25-50%,1.010653409090909
4510-HIMLV,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.8,69.8,1,69.8,69.8,2,0,1,0,1,69.8,0-25%,1.0
9919-KNPOO,Female,0,Yes,No,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.3,1948.35,0,1980.3,92.77857142857142,5,1,1,0,1,92.77857142857142,25-50%,0.9838660808968338
8749-JMNKX,Male,1,Yes,No,51,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.8,4750.95,1,4783.8,93.15588235294118,6,1,1,1,1,93.15588235294118,50-75%,0.9931330741251724
7872-BAAZR,Female,0,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.55,1007.9,0,1036.15,19.016981132075472,1,1,0,1,12,19.016981132075472,50-75%,0.9727356077787964
9391-LMANN,Male,0,No,Yes,53,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,95.95,5036.9,0,5085.35,95.03584905660377,6,1,0,0,12,95.03584905660377,50-75%,0.9904726321688772
2430-USGXP,Male,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.05,2391.8,1,2425.2,99.65833333333335,6,1,1,0,1,99.65833333333335,25-50%,0.9862279399637145
8174-TBVCF,Female,0,Yes,No,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),94.8,6859.05,0,6636.0,97.98642857142858,9,1,1,1,24,97.98642857142858,75-100%,1.033612115732369
1698-XFZCI,Male,0,No,No,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,107.75,6521.9,0,6572.75,106.91639344262295,8,0,1,0,12,106.91639344262295,75-100%,0.9922635122285192
1877-HKBQX,Female,0,No,No,11,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,54.6,617.85,0,600.6,56.16818181818182,4,0,1,0,12,56.16818181818182,25-50%,1.0287212787212787
4450-DLLMH,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),71.3,157.75,0,142.6,78.875,2,0,1,1,1,78.875,0-25%,1.1062412342215988
0428-AXXLJ,Male,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.5,516.3,0,487.5,20.651999999999997,1,0,1,1,12,20.651999999999997,25-50%,1.059076923076923
2746-DIJLO,Female,0,No,No,41,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),56.3,2364.0,0,2308.2999999999997,57.65853658536585,4,0,1,1,12,57.65853658536585,50-75%,1.024130312351081
5955-ERIHD,Male,0,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.7,1687.95,1,1704.6000000000001,93.775,5,1,1,0,1,93.775,25-50%,0.9902323125659979
0917-EZOLA,Male,1,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.15,7689.95,1,7498.8,106.80486111111111,7,1,1,1,24,106.80486111111111,75-100%,1.0254907451858963
3508-VLHCZ,Female,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.55,6239.05,0,6429.05,87.87394366197184,9,1,1,1,24,87.87394366197184,75-100%,0.970446644527574
4086-ATNFV,Female,0,Yes,Yes,34,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,60.8,2042.05,0,2067.2,60.06029411764706,5,1,1,0,12,60.06029411764706,50-75%,0.9878337848297214
0468-YRPXN,Male,0,No,No,29,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.8,2807.1,0,2865.2,96.79655172413793,6,0,1,1,1,96.79655172413793,25-50%,0.9797221834426917
5996-NRVXR,Male,1,Yes,No,40,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),98.15,4116.8,0,3926.0,102.92,7,1,1,1,12,102.92,50-75%,1.048599083036169
3739-YBWAB,Male,0,Yes,No,36,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,35.35,1317.95,0,1272.6000000000001,36.609722222222224,3,1,0,0,12,36.609722222222224,50-75%,1.0356357064277855
7047-FWEYA,Female,0,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,103.15,4594.65,0,4744.900000000001,99.8836956521739,7,1,1,0,12,99.8836956521739,50-75%,0.9683344222217537
2000-MPKCA,Female,0,No,No,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,107.75,6332.75,0,6249.5,109.1853448275862,8,0,1,0,12,109.1853448275862,75-100%,1.013321065685255
9762-YAQAA,Male,0,No,No,39,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Credit card (automatic),81.4,3213.75,0,3174.6000000000004,82.40384615384616,4,0,0,1,12,82.40384615384616,50-75%,1.0123322623322621
5949-EBSQK,Male,0,Yes,Yes,4,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),61.45,229.55,1,245.8,57.3875,4,1,0,1,1,57.3875,0-25%,0.9338893409275834
